"","log2FoldChange","pvalue","padj","BCH_309","BCH_313","BCH_314","BCH_317","BInt_390","BInt_391","BInt_392","BInt_398","gene"
"ENSMUSG00000000295",1.00487418644057,0.000518621429074187,0.0143965725183078,127.624745108381,114.465597458139,175.817698335682,149.312102172923,165.007896650021,489.169089123944,251.209131225881,236.048079542201,"Hddc2"
"ENSMUSG00000000402",-1.14001638836468,0.00122108700469056,0.0225716082685225,39.4287830416136,46.1411710683973,59.5216166240589,42.9527965154984,28.1720799158572,10.5766289540312,26.2702359451901,19.0038708106009,"Egfl6"
"ENSMUSG00000000682",1.23724618264138,0.00649797866747516,0.0499317563685984,19.7143915208068,11.5352927670993,10.0728889671484,11.2495419445353,16.0983313804898,46.2727516738866,22.1655115787542,40.0081490749494,"Cd52"
"ENSMUSG00000001023",1.26087952936447,6.00701285647403e-05,0.00537171620882599,50.842378132607,72.7610774540111,63.1844853393856,76.7014223491043,86.5285311701327,268.381959708543,120.678896373217,159.032392572924,"S100a5"
"ENSMUSG00000001741",-1.07268468516039,0.000823746777306738,0.0182485018889742,106.872754033847,109.141616181017,103.476041207979,246.467237148455,76.4670740573266,40.984437196871,68.1384244828369,82.0167056036462,"Il16"
"ENSMUSG00000001948",1.00712160177992,0.00283371516711449,0.0321679730843835,43.5791812565203,44.3665106426897,46.7015761204155,51.1342815660695,59.3625969655562,174.514377741515,71.4222039759857,71.0144646080351,"Spa17"
"ENSMUSG00000002831",1.21464246092051,9.01012593127355e-06,0.00210812261515277,78.8575660832272,93.1696723496484,97.0660209561576,97.1551349755321,112.688319663429,228.719601130925,195.384879842352,314.063970238352,"Plin4"
"ENSMUSG00000003190",1.03154079243943,0.00493542042669726,0.0431710338181057,26.9775883968935,15.9719438313683,31.134384080277,20.4537126264278,33.2028084722602,63.4597737241874,33.6587398047749,64.013038519919,"Bcl2l12"
"ENSMUSG00000005580",-1.42285410033431,1.08234501390129e-06,0.000543719201100999,532.288571061784,636.21576261617,548.514590120174,547.136812756944,398.433701667123,144.106569498676,173.219368263598,128.026077039838,"Adcy9"
"ENSMUSG00000006764",-1.95728171025887,0.000222559510812248,0.0099904322672332,24.9023892894402,144.634824695168,26.5557981861186,116.586161970639,26.1597884932959,7.93247171552342,18.8817320856054,27.0055006255908,"Tph2"
"ENSMUSG00000007440",-1.20936788051019,0.00593176000113844,0.0474096681419956,24.9023892894402,25.73257617276,26.5557981861186,47.043539040784,20.1229142256123,17.1870220503008,9.03039360615911,8.00162981498987,"Pcdha10"
"ENSMUSG00000007653",-2.26437085803892,0.000142946548698757,0.00817773495259936,749.146877790659,902.414826472308,705.10222770039,671.904459778154,313.917461919551,51.5610661509023,201.131493955362,63.0128347930452,"Gabrb2"
"ENSMUSG00000014294",1.12449612120628,4.57043627175344e-05,0.00470259346515354,707.642895641592,572.327987290697,778.359602006924,804.853591849934,953.826134294021,2794.87420110275,1155.06943671508,1342.27340146455,"Ndufa2"
"ENSMUSG00000014498",-1.21013534224299,7.08811232132467e-05,0.00580683799812157,1040.71235238785,1092.30349202302,931.284370871814,907.122154982074,840.131668919312,235.329994227195,348.901571147057,291.059284520257,"Ankrd52"
"ENSMUSG00000015127",-1.00519005203837,0.00185471035704317,0.0267449650640075,325.806259870176,303.466932795998,262.810830324691,216.809353840135,240.468824996067,52.8831447701562,141.202518205397,116.023632317353,"Unkl"
"ENSMUSG00000015659",-1.07026199725472,0.000211332998861867,0.00979258221691274,281.189479059929,343.396792374418,228.013577529087,264.87557851224,187.143102298194,60.8156164856796,176.503147756746,105.021391321742,"Serac1"
